Landscape,Chrono,Chronosecuence,Plot,Species,abun,ab
Mountain,Old Forest,OF,RM13,Swartzia polyphylla,1,56.0795235
Mountain,Old Forest,OF,RM11,Swartzia sp. 2,2,254.3745542
Hill,Early Forest,EF,DL12,Swartzia trianae,5,0.967424893
Hill,Intermediate Forest,IF,DL13,Swartzia trianae,4,2.42697102
Hill,Early Forest,EF,DL6,Swartzia trianae,4,0.849834805
Mountain,Intermediate Forest,IF,DM14,Symphonia globulifera,2,221.7716257
Mountain,Intermediate Forest,IF,DM17,Symphonia globulifera,1,0.038845188
Mountain,Intermediate Forest,IF,DM7,Symphonia globulifera,1,1027.684291
Hill,Old Forest,OF,RL2,Symphonia globulifera,2,1.06E-06
Hill,Old Forest,OF,RL4,Symphonia globulifera,3,4126.286526
Mountain,Old Forest,OF,RM11,Symphonia globulifera,1,99.4021875
Mountain,Old Forest,OF,RM13,Symphonia globulifera,4,3592.608257
Mountain,Old Forest,OF,RM14,Symphonia globulifera,2,568.6115578
Mountain,Old Forest,OF,RM9,Symphonia globulifera,1,21.25355546
Mountain,Old Forest,OF,RM13,Tabebuia sp. 1,1,1813.333484
Mountain,Intermediate Forest,IF,DM17,Tabernaemontana heterophylla,1,0.011421331
Mountain,Old Forest,OF,RM13,Tabernaemontana heterophylla,1,2.544696
Hill,Intermediate Forest,IF,DL3,Tabernaemontana macrocalyx,16,0.66588254
Hill,Old Forest,OF,RL4,Tabernaemontana macrocalyx,1,0.132251758
Mountain,Old Forest,OF,RM11,Tabernaemontana macrocalyx,2,0.175634486
Mountain,Old Forest,OF,RM9,Tabernaemontana macrocalyx,5,0.083824564
Mountain,Early Forest,EF,DM16,Tachia parviflora,2,0.012627953
Mountain,Intermediate Forest,IF,DM7,Tachia parviflora,2,0.00577029
Mountain,Old Forest,OF,RM8,Tachia parviflora,2,0.055936384
Mountain,Early Forest,EF,DM10,Tachigali formicarum,1,0.1590435
Mountain,Intermediate Forest,IF,DM8,Tachigali formicarum,1,0.502656
Hill,Old Forest,OF,RL3,Tachigali formicarum,3,4.459206675
Mountain,Old Forest,OF,RM11,Tachigali formicarum,3,0.261824282
Mountain,Old Forest,OF,RM3,Tachigali formicarum,1,0.367991512
Mountain,Old Forest,OF,RM8,Tachigali formicarum,5,57.9400986
Mountain,Old Forest,OF,RM9,Tachigali formicarum,3,148.3127777
Hill,Old Forest,OF,RL4,Tachigali guianensis,2,131.4713108
Mountain,Intermediate Forest,IF,DM7,Tachigali Poeppigiiana,2,92.63864829
Mountain,Early Forest,EF,DM16,Tachigali setifera,4,349.4691399
Mountain,Old Forest,OF,RM14,Tachigali sp. 1,7,250.5013202
Mountain,Old Forest,OF,RM8,Tachigali sp. 1,1,43.49809409
Mountain,Early Forest,EF,DM10,Tachigali sp. 2,1,0.012867994
Hill,Old Forest,OF,RL2,Tachigali sp. 2,2,1.00E-06
Mountain,Old Forest,OF,RM8,Tachigali sp. 2,9,8569.763695
Mountain,Old Forest,OF,RM9,Tachigali sp. 2,2,2621.963781
Hill,Intermediate Forest,IF,DL3,Talisia cerasina,32,9.586089351
Hill,Old Forest,OF,RL2,Talisia cerasina,1,1.80E-08
Mountain,Old Forest,OF,RM3,Talisia cerasina,1,5.887864198
Mountain,Old Forest,OF,RM11,Talisia nervosa,1,49.48950228
Mountain,Old Forest,OF,RM13,Talisia sp. 1,1,1487.027395
Hill,Early Forest,EF,DL12,Tapirira guianensis,2,0.212749348
Hill,Intermediate Forest,IF,DL13,Tapirira guianensis,66,5256.344521
Hill,Intermediate Forest,IF,DL14,Tapirira guianensis,2,8204.203765
Hill,Intermediate Forest,IF,DL16,Tapirira guianensis,31,3036.368451
Hill,Early Forest,EF,DL2,Tapirira guianensis,9,195.1529926
Hill,Intermediate Forest,IF,DL3,Tapirira guianensis,5,6726.586157
Mountain,Early Forest,EF,DM10,Tapirira guianensis,28,2262.683434
Mountain,Intermediate Forest,IF,DM12,Tapirira guianensis,19,461.5786689
Mountain,Intermediate Forest,IF,DM13,Tapirira guianensis,10,575.6286961
Mountain,Intermediate Forest,IF,DM14,Tapirira guianensis,4,2008.962741
Mountain,Degraded Pasture,DP,DM15,Tapirira guianensis,1,23.90468978
Mountain,Intermediate Forest,IF,DM17,Tapirira guianensis,8,5207.241132
Mountain,Degraded Pasture,DP,DM6,Tapirira guianensis,6,48.37108147
Hill,Old Forest,OF,RL3,Tapirira guianensis,2,221.8980298
Mountain,Old Forest,OF,RM13,Tapirira guianensis,2,653.2573673
Mountain,Old Forest,OF,RM3,Tapirira guianensis,1,22.76657775
Mountain,Old Forest,OF,RM8,Tapirira guianensis,1,38.06790132
Mountain,Old Forest,OF,RM9,Tapirira guianensis,1,1259.437579
Hill,Early Forest,EF,DL12,Tapirira obtusa,1,206.120376
Hill,Intermediate Forest,IF,DL14,Tapirira obtusa,1,791.8320364
Hill,Intermediate Forest,IF,DL16,Tapirira obtusa,2,1207.533382
Hill,Early Forest,EF,DL2,Tapirira obtusa,6,69.17338076
Mountain,Early Forest,EF,DM1,Tapirira obtusa,5,0.268353851
Mountain,Early Forest,EF,DM16,Tapirira obtusa,4,213.258426
Mountain,Intermediate Forest,IF,DM17,Tapirira obtusa,3,1185.843994
Mountain,Intermediate Forest,IF,DM8,Tapirira obtusa,4,499.3584506
Mountain,Old Forest,OF,RM3,Tapirira obtusa,6,3861.178709
Mountain,Old Forest,OF,RM9,Tapirira obtusa,1,261.3150209
Hill,Intermediate Forest,IF,DL3,Tapirira retusa,1,915.8071783
Hill,Intermediate Forest,IF,DL5,Tapirira retusa,2,262.6064131
Mountain,Intermediate Forest,IF,DM14,Tapirira retusa,1,4465.464851
Mountain,Old Forest,OF,RM8,Tapirira retusa,2,5469.869763
Hill,Intermediate Forest,IF,DL14,Tapura amazonica,1,0.262389574
Hill,Intermediate Forest,IF,DL3,Tapura amazonica,2,1.173796204
Mountain,Intermediate Forest,IF,DM14,Tapura amazonica,2,11.59604164
Hill,Old Forest,OF,RL4,Tapura amazonica,1,28.22703002
Mountain,Intermediate Forest,IF,DM14,Telitoxicum krukovii,2,0.025735987
Mountain,Intermediate Forest,IF,DM8,Terminalia amazonia,2,0.265944764
Hill,Intermediate Forest,IF,DL14,Tetragastris panamensis,5,0.501337117
Mountain,Intermediate Forest,IF,DM13,Tetragastris panamensis,6,7.013012922
Mountain,Intermediate Forest,IF,DM14,Tetragastris panamensis,1,1.796725219
Hill,Old Forest,OF,RL2,Tetragastris panamensis,3,1.76E-05
Hill,Old Forest,OF,RL3,Tetragastris panamensis,2,21.79048763
Hill,Old Forest,OF,RL4,Tetragastris panamensis,3,0.022714684
Mountain,Old Forest,OF,RM13,Tetragastris panamensis,1,104.8106121
Mountain,Old Forest,OF,RM14,Tetragastris panamensis,2,1527.775455
Mountain,Old Forest,OF,RM3,Tetragastris panamensis,2,0.086639438
Mountain,Old Forest,OF,RM9,Tetragastris panamensis,1,419.5509852
Hill,Early Forest,EF,DL12,Tetrathylacium macrophyllum,2,0.51112595
Hill,Intermediate Forest,IF,DL7,Tetrathylacium macrophyllum,1,10.71239237
Mountain,Early Forest,EF,DM1,Tetrathylacium macrophyllum,1,0.007329766
Mountain,Early Forest,EF,DM10,Tetrathylacium macrophyllum,5,8.419900335
Mountain,Intermediate Forest,IF,DM12,Tetrathylacium macrophyllum,2,113.6435155
Mountain,Intermediate Forest,IF,DM13,Tetrathylacium macrophyllum,17,4343.295653
Mountain,Intermediate Forest,IF,DM14,Tetrathylacium macrophyllum,1,0.025588528
Mountain,Intermediate Forest,IF,DM17,Tetrathylacium macrophyllum,2,0.009796113
Mountain,Intermediate Forest,IF,DM17,Tetrathylacium macrophyllum,8,2.34422345
Mountain,Early Forest,EF,DM2,Tetrathylacium macrophyllum,27,471.0896489
Mountain,Intermediate Forest,IF,DM8,Tetrathylacium macrophyllum,1,0.00287476
Mountain,Intermediate Forest,IF,DM8,Tetrathylacium macrophyllum,10,4.794415841
Mountain,Intermediate Forest,IF,DM17,Tetrorchidium macrophyllum,3,154.3692833
Mountain,Intermediate Forest,IF,DM8,Tetrorchidium macrophyllum,22,1558.955436
Mountain,Intermediate Forest,IF,DM13,Theobroma cacao,2,0.006946274
Mountain,Early Forest,EF,DM2,Theobroma cacao,1,0.00287476
Hill,Intermediate Forest,IF,DL14,Theobroma glaucum,2,206.998312
Hill,Intermediate Forest,IF,DL5,Theobroma glaucum,2,14.56162201
Hill,Intermediate Forest,IF,DL14,Theobroma subincanum,1,0.329792602
Mountain,Intermediate Forest,IF,DM13,Theobroma subincanum,1,0.007542982
Mountain,Intermediate Forest,IF,DM14,Theobroma subincanum,1,6.212636719
Mountain,Intermediate Forest,IF,DM7,Theobroma subincanum,6,202.3929952
Hill,Old Forest,OF,RL3,Theobroma subincanum,5,683.1381009
Hill,Old Forest,OF,RL4,Theobroma subincanum,4,607.127789
Mountain,Old Forest,OF,RM11,Theobroma subincanum,2,1604.249548
Mountain,Old Forest,OF,RM13,Theobroma subincanum,7,1389.400216
Mountain,Old Forest,OF,RM14,Theobroma subincanum,5,73.63090148
Mountain,Old Forest,OF,RM3,Theobroma subincanum,1,346.7135558
Mountain,Old Forest,OF,RM9,Theobroma subincanum,6,586.1147813
Hill,Old Forest,OF,RL3,Thyrsodium spruceanum,1,62.1280191
Hill,Early Forest,EF,DL12,Tococa filiformis,1,0.020612038
Mountain,Early Forest,EF,DM10,Tococa guianensi,2,1.828141219
Hill,Early Forest,EF,DL12,Tococa guianensis,3,0.159329582
Hill,Intermediate Forest,IF,DL3,Tococa guianensis,3,0.069482964
Mountain,Intermediate Forest,IF,DM13,Tococa guianensis,1,1.669575046
Hill,Old Forest,OF,RL2,Tococa guianensis,1,4.07E-11
Mountain,Old Forest,OF,RM9,Tovomita macrophylla,1,4.450689208
Mountain,Intermediate Forest,IF,DM12,Tovomita speciosa,2,122.2663064
Hill,Intermediate Forest,IF,DL14,Tovomita spruceana,1,7.267906246
Mountain,Old Forest,OF,RM8,Tovomita weddelliana,3,4949.05834
Hill,Degraded Pasture,DP,DL11,Trattinnickia boliviana,7,40535.5081
Hill,Intermediate Forest,IF,DL3,Trattinnickia boliviana,1,98.36097988
Hill,Intermediate Forest,IF,DL5,Trattinnickia boliviana,5,388.0949544
Mountain,Intermediate Forest,IF,DM14,Trattinnickia boliviana,1,672.4836373
Mountain,Early Forest,EF,DM16,Trattinnickia boliviana,1,20.87351625
Hill,Degraded Pasture,DP,DL11,Trattinnickia lancifolia,1,0.294647719
Hill,Degraded Pasture,DP,DL11,Trattinnickia peruviana,4,0.035726472
Hill,Intermediate Forest,IF,DL13,Trattinnickia peruviana,9,4615.735821
Mountain,Intermediate Forest,IF,DM12,Trattinnickia peruviana,2,348.9662465
Mountain,Intermediate Forest,IF,DM13,Trattinnickia peruviana,2,6624.755746
Mountain,Intermediate Forest,IF,DM14,Trattinnickia peruviana,2,125.6175755
Mountain,Early Forest,EF,DM16,Trattinnickia peruviana,2,105.078289
Hill,Old Forest,OF,RL2,Trattinnickia peruviana,6,2.26E-09
Hill,Old Forest,OF,RL3,Trattinnickia peruviana,4,3.810211925
Hill,Old Forest,OF,RL4,Trattinnickia peruviana,3,22.72351708
Mountain,Old Forest,OF,RM14,Trattinnickia peruviana,2,81231.99568
Mountain,Old Forest,OF,RM3,Trattinnickia peruviana,1,154.3015644
Mountain,Old Forest,OF,RM9,Trattinnickia peruviana,1,51.07940026
Mountain,Old Forest,OF,RM13,Trichilia micrantha,2,121.501553
Mountain,Old Forest,OF,RM14,Trichilia micrantha,1,179.9815132
Mountain,Old Forest,OF,RM9,Trichilia micrantha,2,0.130288435
Mountain,Old Forest,OF,RM14,Trichilia Pallida,1,42.08936628
Mountain,Early Forest,EF,DM10,Trichilia septentrionalis,2,0.207851398
Mountain,Degraded Pasture,DP,DM15,Trichilia septentrionalis,2,1.018730243
Hill,Old Forest,OF,RL2,Trichilia septentrionalis,2,4.75E-05
Mountain,Old Forest,OF,RM13,Trichilia septentrionalis,3,0.363483513
Mountain,Old Forest,OF,RM9,Trichilia sp.,1,0.00287476
Mountain,Early Forest,EF,DM2,Trophis,1,0.51278477
Mountain,Early Forest,EF,DM10,Trymatococcus amazonicu,2,4.201107938
Mountain,Old Forest,OF,RM14,Trymatococcus amazonicu,1,4.450689208
Hill,Early Forest,EF,DL12,Trymatococcus amazonicus,1,0.005607952
Hill,Intermediate Forest,IF,DL14,Trymatococcus amazonicus,2,10.76112688
Mountain,Intermediate Forest,IF,DM14,Trymatococcus amazonicus,11,11.02698871
Mountain,Degraded Pasture,DP,DM15,Trymatococcus amazonicus,1,48.08366404
Mountain,Old Forest,OF,RM11,Trymatococcus amazonicus,1,28.7476035
Mountain,Old Forest,OF,RM11,Unonopsis spectabilis,1,0.329792602
Mountain,Old Forest,OF,RM13,Unonopsis spectabilis,2,1742.082357
Hill,Early Forest,EF,DL2,Unonopsis veneficiorum,1,0.038186344
Mountain,Old Forest,OF,RM13,Unonopsis veneficiorum,1,0.045996166
Mountain,Intermediate Forest,IF,DM13,Vatairea erythrocarpa,1,0.005607952
Mountain,Early Forest,EF,DM16,Vatairea sp. 1,1,0.017547323
Hill,Intermediate Forest,IF,DL13,Vataireopsis iglesiasii,1,1813.333484
Hill,Degraded Pasture,DP,DL11,Virola calophylla,7,0.189158878
Hill,Intermediate Forest,IF,DL14,Virola calophylla,2,1060.211705
Mountain,Intermediate Forest,IF,DM14,Virola calophylla,1,131.0970337
Mountain,Early Forest,EF,DM16,Virola calophylla,1,56.0795235
Mountain,Intermediate Forest,IF,DM7,Virola calophylla,1,0.805157719
Hill,Old Forest,OF,RL2,Virola calophylla,1,2.13E-07
Hill,Old Forest,OF,RL3,Virola calophylla,3,1177.243141
Hill,Old Forest,OF,RL4,Virola calophylla,3,1.500548785
Mountain,Old Forest,OF,RM11,Virola calophylla,1,84.42690601
Mountain,Old Forest,OF,RM13,Virola calophylla,1,1028.111047
Mountain,Old Forest,OF,RM3,Virola calophylla,1,86.39188284
Mountain,Intermediate Forest,IF,DM13,Virola duckei,1,2887.331444
Mountain,Intermediate Forest,IF,DM17,Virola duckei,2,5.916861241
Hill,Old Forest,OF,RL2,Virola duckei,1,4.79E-07
Hill,Intermediate Forest,IF,DL14,Virola elongata,5,2138.779804
Hill,Early Forest,EF,DL2,Virola elongata,11,1935.02804
Hill,Intermediate Forest,IF,DL3,Virola elongata,9,447.4442349
Hill,Intermediate Forest,IF,DL5,Virola elongata,6,4139.759732
Mountain,Early Forest,EF,DM10,Virola elongata,1,223.4272472
Mountain,Intermediate Forest,IF,DM12,Virola elongata,2,75.7988215
Mountain,Intermediate Forest,IF,DM13,Virola elongata,4,250.9070354
Mountain,Intermediate Forest,IF,DM14,Virola elongata,11,2069.505458
Mountain,Degraded Pasture,DP,DM15,Virola elongata,8,838.0593297
Mountain,Early Forest,EF,DM16,Virola elongata,11,1114.291192
Mountain,Intermediate Forest,IF,DM7,Virola elongata,20,35.83491055
Hill,Old Forest,OF,RL2,Virola elongata,1,3.30E-09
Hill,Old Forest,OF,RL3,Virola elongata,23,23735.74974
Hill,Old Forest,OF,RL4,Virola elongata,16,10547.15418
Mountain,Old Forest,OF,RM11,Virola elongata,1,0.004071514
Mountain,Old Forest,OF,RM13,Virola elongata,5,4786.274847
Mountain,Old Forest,OF,RM3,Virola elongata,25,824.2323978
Mountain,Old Forest,OF,RM8,Virola elongata,11,2425.195098
Mountain,Old Forest,OF,RM9,Virola elongata,31,35423.40789
Hill,Intermediate Forest,IF,DL14,Virola multinervia,1,968.3099652
Hill,Intermediate Forest,IF,DL14,Virola parvifolia,1,0.232855588
Mountain,Intermediate Forest,IF,DM14,Virola parvifolia,1,1.042307482
Mountain,Intermediate Forest,IF,DM7,Virola parvifolia,1,0.356201023
Hill,Early Forest,EF,DL2,Virola pavonis,1,45.6833893
Mountain,Intermediate Forest,IF,DM14,Virola pavonis,13,1342.403025
Hill,Old Forest,OF,RL2,Virola pavonis,1,5.96E-07
Hill,Old Forest,OF,RL3,Virola pavonis,4,1485.886354
Hill,Old Forest,OF,RL4,Virola pavonis,2,3.655637223
Mountain,Old Forest,OF,RM11,Virola pavonis,8,6951.5226
Mountain,Old Forest,OF,RM14,Virola pavonis,4,3279.849822
Mountain,Old Forest,OF,RM3,Virola pavonis,1,509.3452886
Mountain,Old Forest,OF,RM9,Virola pavonis,4,2603.937161
Mountain,Intermediate Forest,IF,DM7,Virola peruviana,1,0.671281576
Hill,Early Forest,EF,DL12,Virola sebifera,1,10.24959272
Hill,Intermediate Forest,IF,DL13,Virola sebifera,7,178.3842206
Hill,Intermediate Forest,IF,DL14,Virola sebifera,1,968.3099652
Hill,Intermediate Forest,IF,DL16,Virola sebifera,1,0.031416
Hill,Early Forest,EF,DL2,Virola sebifera,6,3169.265927
Hill,Intermediate Forest,IF,DL3,Virola sebifera,2,247.1672886
Mountain,Early Forest,EF,DM10,Virola sebifera,2,403.2952952
Mountain,Degraded Pasture,DP,DM11,Virola sebifera,1,0.120687706
Mountain,Intermediate Forest,IF,DM14,Virola sebifera,5,1524.610931
Mountain,Early Forest,EF,DM16,Virola sebifera,4,36.94505667
Mountain,Intermediate Forest,IF,DM17,Virola sebifera,3,1954.475163
Mountain,Intermediate Forest,IF,DM7,Virola sebifera,14,490.8417387
Hill,Old Forest,OF,RL2,Virola sebifera,5,2.42E-05
Hill,Old Forest,OF,RL3,Virola sebifera,1,65.14706298
Mountain,Old Forest,OF,RM11,Virola sebifera,1,374.6416436
Mountain,Old Forest,OF,RM14,Virola sebifera,32,8053.094153
Mountain,Old Forest,OF,RM3,Virola sebifera,4,10.88445981
Mountain,Old Forest,OF,RM9,Virola sebifera,6,2451.902895
Hill,Degraded Pasture,DP,DL10,Vismia baccifera,15,1.048274754
Hill,Degraded Pasture,DP,DL11,Vismia baccifera,14,8.310177206
Hill,Intermediate Forest,IF,DL16,Vismia baccifera,8,0.462161365
Hill,Early Forest,EF,DL6,Vismia baccifera,11,1.911011522
Mountain,Early Forest,EF,DM1,Vismia baccifera,40,30.13587592
Mountain,Early Forest,EF,DM10,Vismia baccifera,1,0.089727238
Mountain,Intermediate Forest,IF,DM12,Vismia baccifera,1,10.74050522
Mountain,Degraded Pasture,DP,DM15,Vismia baccifera,5,1.252507555
Mountain,Degraded Pasture,DP,DM6,Vismia baccifera,20,0.427753725
Mountain,Intermediate Forest,IF,DM8,Vismia baccifera,2,611.4983999
Hill,Degraded Pasture,DP,DL10,Vismia gracilis,6,0.076793467
Hill,Old Forest,OF,RL2,Vismia gracilis,4,7.97E-06
Mountain,Intermediate Forest,IF,DM13,Vismia japurensis,4,1833.399845
Hill,Degraded Pasture,DP,DL10,Vismia macrophylla,1,0.05494678
Mountain,Intermediate Forest,IF,DM8,Vismia p. 4,2,472.2372845
Mountain,Intermediate Forest,IF,DM8,Vismia pozuzoensis,1,3251.835339
Mountain,Intermediate Forest,IF,DM14,Vitex klugii,2,0.430028491
Hill,Intermediate Forest,IF,DL14,Vochysia diversa,1,89.21591393
Mountain,Intermediate Forest,IF,DM7,Vochysia diversa,2,141.3156442
Mountain,Degraded Pasture,DP,DM11,Vochysia grandis,6,49.11375447
Hill,Old Forest,OF,RL4,Vochysia grandis,1,2622.505608
Mountain,Old Forest,OF,RM11,Vochysia grandis,2,2420.601082
Mountain,Intermediate Forest,IF,DM8,Vochysia lomatophylla,8,2455.445211
Mountain,Intermediate Forest,IF,DM8,Vochysia saccata,1,129.0341967
Mountain,Intermediate Forest,IF,DM12,Vochysia sp. 1,1,0.004071514
Mountain,Intermediate Forest,IF,DM7,Vochysia venulosa,1,0.523065849
Mountain,Old Forest,OF,RM13,Vouarana anomala,1,4828.49348
Mountain,Early Forest,EF,DM10,Warszewiczia cordata,17,322.4541728
Mountain,Intermediate Forest,IF,DM12,Warszewiczia cordata,4,107.1359245
Mountain,Early Forest,EF,DM16,Warszewiczia cordata,2,119.455195
Mountain,Intermediate Forest,IF,DM17,Warszewiczia cordata,1,36.56765738
Mountain,Old Forest,OF,RM11,Warszewiczia cordata,8,580.6670932
Mountain,Old Forest,OF,RM13,Warszewiczia cordata,3,0.61759497
Mountain,Intermediate Forest,IF,DM7,Wettinia praemorsa,1,3.093093892
Hill,Old Forest,OF,RL3,Wettinia praemorsa,5,163.6384447
Mountain,Old Forest,OF,RM11,Wettinia praemorsa,7,11.45236449
Mountain,Old Forest,OF,RM3,Wettinia praemorsa,18,56.58676447
Mountain,Old Forest,OF,RM8,Wettinia praemorsa,105,341.2345923
Hill,Intermediate Forest,IF,DL13,Wittmackanthus stanleyanus,4,12.25295648
Hill,Intermediate Forest,IF,DL14,Wittmackanthus stanleyanus,6,443.938149
Hill,Early Forest,EF,DL2,Wittmackanthus stanleyanus,2,6.835494465
Mountain,Intermediate Forest,IF,DM14,Wittmackanthus stanleyanus,1,30.24819959
Hill,Degraded Pasture,DP,DL10,Xylopia amazonica,13,269.1511185
Mountain,Degraded Pasture,DP,DM11,Xylopia amazonica,1,0.016399348
Hill,Old Forest,OF,RL4,Xylopia amazonica,1,821.5207401
Mountain,Old Forest,OF,RM11,Xylopia amazonica,1,459.961656
Hill,Old Forest,OF,RL2,Xylopia crinita,1,1.81E-09
Hill,Intermediate Forest,IF,DL14,Xylopia micans,1,135.2355787
Mountain,Old Forest,OF,RM9,Xylopia micans,1,459.961656
Mountain,Early Forest,EF,DM10,Xylopia multiflora,1,107.0034626
Mountain,Intermediate Forest,IF,DM13,Xylopia nitida,2,236.0810529
Mountain,Old Forest,OF,RM13,Xylopia nitida,1,3371.826253
Hill,Intermediate Forest,IF,DL14,Xylopia parviflora,1,0.10434844
Mountain,Degraded Pasture,DP,DM15,Xylopia parviflora,1,0.017628655
Hill,Old Forest,OF,RL2,Xylopia parviflora,1,5.44E-07
Hill,Old Forest,OF,RL3,Xylopia parviflora,1,541.7031993
Hill,Old Forest,OF,RL2,Zanthoxylum sp.,2,2.34E-06
Mountain,Intermediate Forest,IF,DM14,Zanthoxylum sp. 1,1,82.65657538
Mountain,Old Forest,OF,RM13,Zygia andaquiensis,5,1.136593377
Hill,Intermediate Forest,IF,DL14,Zygia basijuga,1,0.025588528
Mountain,Old Forest,OF,RM11,Zygia basijuga,2,1007.684801
Hill,Intermediate Forest,IF,DL14,Zygia heteroneura,2,2.392111826
Hill,Old Forest,OF,RL3,Zygia heteroneura,8,0.077639343
Hill,Old Forest,OF,RL4,Zygia heteroneura,2,0.856925274
Mountain,Old Forest,OF,RM13,Zygia heteroneura,1,27.71640491
Mountain,Old Forest,OF,RM9,Zygia heteroneura,1,0.016399348
Mountain,Old Forest,OF,RM9,Zygia racemosa,1,0.020612038
